model_id,parameter_set_id,sample_seed,point_index,point_seed_hex,offset_easting_bits,offset_northing_bits
D,d-s120-r300,2026090605,18,207e4564776f1dd0,c0618873220e1be3,c055b06969f73020
D,d-s120-r300,2026090605,19,4d32b3289338b722,c04230f95a8bb67e,c03e341ba1363c13
D,d-s120-r300,2026090605,20,804afa79aaa8461f,404006a1b41bee5b,c05004663b903857
D,d-s120-r300,2026090605,21,57e58204d2d77368,c05bec54dbe27bff,c057b49c942564a7
D,d-s120-r300,2026090605,22,bbd75b486b3088bd,4056bcb0907a705b,403ea09bf825078e
D,d-s120-r300,2026090605,23,7d4630aa48fb3787,c0614e15de3e9aaf,405009e3ca367dc3
D,d-s120-r300,2026090605,24,45d013186d120523,40500acefd70a750,404ec997a753c37c
D,d-s120-r300,2026090605,25,def1f81a96f8ef69,404bdd928612cc5c,c04d63a89b105613
D,d-s120-r300,2026090605,26,e1ed771acb84fb4f,c05589dc11bfa53c,c0406acaff3cb581
D,d-s120-r300,2026090605,27,bae3f9fa75f78f2c,c055d9ba65e04bec,c0306181dca9aad5
D,d-s120-r300,2026090605,28,c037ad57246e9026,40606d9bf53511a8,405468ae97781fa8
D,d-s120-r300,2026090605,29,b4e0b66bc81aa708,c0558d33860ecf3f,c062cca005d242e1
D,d-s120-r300,2026090605,30,a0b2b91a63cdbf2c,c039549e30e79b5c,40498170dd1f37f9
D,d-s120-r300,2026090605,31,de87e2d9e2852cb5,c05fd6ed6c70de18,c0530b4381eaa8b8
D,d-s120-r300,2026090605,32,446e56fdf4cb17de,c05a629084b34093,4056ffb2c81e78a0
D,d-s120-r300,2026090605,33,df7b9c963c7d8d81,c051ceefe56890c5,c06381caab310c17
D,d-s120-r300,2026090605,34,31b36548113dae0c,4065db77c209114e,4043d6e544fec399
D,d-s120-r300,2026090605,35,0a4b7f3bb0438cd2,406c1f882b5fcf01,403e8bb465d09cdd
D,d-s120-r300,2026090605,36,d1e4fdb64757b698,4050fb2a51b9d8f5,c03130fe5f7ecf0e
D,d-s120-r300,2026090605,37,75303f63c513ae9c,403d4e31f9529e11,403357605712d50c
D,d-s120-r300,2026090605,38,d0639f9b2a1a64f9,403f3a4e6dc7137a,404e3e8a37334f11
D,d-s120-r300,2026090605,39,52bd24c1279caf4f,c04e18963c8b2f87,404badfe72e3bcaf
D,d-s120-r300,2026090605,40,bf6eaa7c733db47a,4059f64f4a4534b4,c03cbd8837f34e9d
D,d-s120-r300,2026090605,41,4f31d8e1c976e25c,c047f5233872ada7,c0480e3bd076bd5f
D,d-s120-r300,2026090605,42,8a3cbbef10c8cca2,c0678343add514d8,404427547a1c16cb
D,d-s120-r300,2026090605,43,78bcc172cd6a98de,40657b5cc2868c09,c05164873004772c
D,d-s120-r300,2026090605,44,8e45d6e268cdc151,c0371430c299325c,4036d93977a39562
D,d-s120-r300,2026090605,45,0ac9e7d09c3471af,4060a1ccf83d28d7,4042c7606a412d6a
D,d-s120-r300,2026090605,46,6d3a9b79cb423e76,c019fd20fbf7e680,c05d784fb89576e7
D,d-s120-r300,2026090605,47,7daf642494cc988f,c046315ba0964276,403bd91a04f390d2
D,d-s120-r300,2026090605,48,5575cf0e7877b753,4036f4f6236e8ec6,404b1c3641d1f66e
D,d-s120-r300,2026090605,49,fb97619392cb3a04,404ca2c011ac5343,c0434ff71f8c57d5
D,d-s120-r300,2026090605,50,2a90f1b71fa190ed,c02b8c0c2be84ef3,c032faf5a9ad3e4c
D,d-s120-r300,2026090605,51,e4883b85407796c9,c03f33e7d70679c0,405b39d72a4350ec
D,d-s120-r300,2026090605,52,c926bf0d4ec98ca5,40481443c44aa245,c05ba6c64cf07c7a
D,d-s120-r300,2026090605,53,ae81102a89285c27,c02376e0b96e2988,4042f240b4e75f59
D,d-s120-r300,2026090605,54,9414636ed04ae441,404575a884aeb810,c02d3558bd309ca7
D,d-s120-r300,2026090605,55,d1532879e6e6ea24,c058939977b18949,c0407e8ea499aae0
D,d-s120-r300,2026090605,56,7c79ac5a2816d5ba,402220167801eace,c0617a9a048909a5
D,d-s120-r300,2026090605,57,63db2852f4e74230,c01f27eb138a86d8,4055c3615bc53223
D,d-s120-r300,2026090605,58,5d18cb1a03985edd,405582c2d15fbd3e,c02d3b3b44e3072c
D,d-s120-r300,2026090605,59,cf813fdc14e9185d,4047e553ab709308,c04b41bc274d3c58
D,d-s120-r300,2026090605,60,a471ddd6e2e58aa5,c024825658892854,c0436cd023b282cd
D,d-s120-r300,2026090605,61,30f77cd040b9a1ef,403f9118152c76a4,3fe3cedb4f5903ca
D,d-s120-r300,2026090605,62,bbf118801bcfde3f,40611a4222c216b5,4039b3017942bb57
D,d-s120-r300,2026090605,63,1b9900b181bcce26,c034f863c12c7c86,c049c38b3fa38785
